               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 316,            0.017496,           0.0077353,            0.002148,              0.9784,             0.95096,             0.95971,             0.80351,            0.018265,           0.0038867,          0.00076358,           0.0048025,           0.0048025,           0.0048025
                 317,            0.018284,            0.007051,           0.0032954,             0.99322,             0.99436,               0.995,             0.81644,            0.018051,           0.0037856,           0.0018186,            0.004786,            0.004786,            0.004786
                 318,            0.019359,           0.0074604,           0.0021172,             0.95919,             0.95455,             0.97152,             0.79631,            0.018399,           0.0037994,           0.0025342,           0.0047695,           0.0047695,           0.0047695
                 319,            0.019922,           0.0074307,            0.002715,             0.95624,             0.95455,             0.97152,             0.79441,            0.018344,           0.0037732,           0.0032688,            0.004753,            0.004753,            0.004753
                 320,            0.018607,           0.0075214,           0.0014824,             0.99547,                   1,               0.995,             0.79521,            0.018059,           0.0037591,           0.0025019,           0.0047365,           0.0047365,           0.0047365
                 321,            0.018322,           0.0074647,            0.002513,             0.99331,             0.99313,               0.995,             0.78596,            0.018033,           0.0037701,            0.002555,             0.00472,             0.00472,             0.00472
                 322,            0.018579,           0.0076193,           0.0024375,              0.9943,             0.97663,               0.995,             0.79016,            0.017912,           0.0037739,           0.0029803,           0.0047035,           0.0047035,           0.0047035
                 323,            0.017499,           0.0068626,           0.0019285,             0.99261,             0.96429,             0.98882,             0.74061,            0.018989,           0.0038092,           0.0055057,            0.004687,            0.004687,            0.004687
                 324,            0.017448,           0.0074678,           0.0026995,             0.95002,             0.96429,             0.98347,             0.77865,            0.017624,           0.0037708,           0.0083172,           0.0046705,           0.0046705,           0.0046705
                 325,            0.017022,           0.0076182,            0.002753,             0.95026,             0.95771,             0.98892,             0.78153,            0.017529,           0.0037107,           0.0069242,            0.004654,            0.004654,            0.004654
                 326,            0.019131,           0.0081409,           0.0023102,             0.99829,             0.92141,              0.9599,             0.73996,            0.020151,           0.0037999,           0.0047569,           0.0046375,           0.0046375,           0.0046375
                 327,            0.018681,            0.007421,           0.0014172,             0.99496,               0.921,              0.9601,             0.75369,            0.019592,           0.0037889,            0.004079,            0.004621,            0.004621,            0.004621
                 328,            0.018664,           0.0070725,           0.0025571,             0.94912,              0.9784,             0.99125,             0.76404,            0.018944,           0.0038226,            0.003432,           0.0046045,           0.0046045,           0.0046045
                 329,            0.017407,           0.0070593,           0.0020812,             0.94737,             0.98531,             0.99125,             0.77279,            0.019083,           0.0039093,           0.0033577,            0.004588,            0.004588,            0.004588
                 330,            0.018018,           0.0075272,           0.0024246,              0.9458,             0.99035,             0.99125,             0.78679,            0.018363,           0.0037847,           0.0030146,           0.0045715,           0.0045715,           0.0045715
                 331,            0.016913,           0.0077406,           0.0020919,             0.95799,             0.99999,             0.99125,             0.78596,            0.018957,           0.0037951,           0.0026621,            0.004555,            0.004555,            0.004555
                 332,            0.016758,           0.0073786,           0.0021974,             0.99162,             0.92016,             0.98536,             0.77208,            0.019125,           0.0038538,            0.002698,           0.0045385,           0.0045385,           0.0045385
                 333,            0.017524,           0.0073976,           0.0022474,             0.99543,             0.97475,               0.995,             0.78075,            0.018066,           0.0041993,           0.0027119,            0.004522,            0.004522,            0.004522
                 334,            0.017568,           0.0072999,           0.0017465,             0.98748,             0.92092,             0.98094,             0.75181,            0.019164,           0.0038812,           0.0023237,           0.0045055,           0.0045055,           0.0045055
                 335,            0.018201,           0.0073164,           0.0017333,             0.98885,             0.91743,             0.97357,             0.78178,            0.017964,           0.0037432,           0.0024756,            0.004489,            0.004489,            0.004489
                 336,             0.01769,           0.0070006,           0.0015574,                   1,             0.97408,               0.995,             0.76904,            0.017657,           0.0037112,           0.0036767,           0.0044725,           0.0044725,           0.0044725
                 337,             0.01877,           0.0068495,           0.0017354,              0.9825,             0.90413,             0.97912,             0.78331,            0.017488,           0.0037794,           0.0044605,            0.004456,            0.004456,            0.004456
                 338,            0.017894,           0.0076631,           0.0020864,             0.99275,             0.96717,               0.995,             0.78386,            0.018056,           0.0038679,           0.0033767,           0.0044395,           0.0044395,           0.0044395
                 339,            0.017697,           0.0075365,           0.0022852,             0.98123,             0.96677,               0.995,             0.78649,            0.018228,           0.0038843,           0.0037587,            0.004423,            0.004423,            0.004423
                 340,            0.017405,           0.0071713,           0.0021069,             0.97504,             0.95697,             0.99267,             0.77898,            0.017971,           0.0038047,           0.0050963,           0.0044065,           0.0044065,           0.0044065
                 341,            0.016772,           0.0066956,           0.0017856,             0.97904,             0.96465,               0.995,             0.77785,            0.019113,           0.0037827,           0.0044638,             0.00439,             0.00439,             0.00439
                 342,            0.016879,           0.0070297,           0.0020242,              0.9847,             0.96755,               0.995,             0.76299,            0.019338,           0.0037718,           0.0029453,           0.0043735,           0.0043735,           0.0043735
                 343,            0.018462,           0.0073437,           0.0026456,             0.96815,             0.99527,               0.995,             0.78936,            0.018458,           0.0037179,            0.002289,            0.004357,            0.004357,            0.004357
                 344,            0.018538,           0.0071126,           0.0020392,             0.97381,                   1,               0.995,             0.77504,             0.01877,           0.0036924,           0.0026369,           0.0043405,           0.0043405,           0.0043405
                 345,            0.016868,           0.0076742,           0.0022433,             0.98359,             0.99673,               0.995,             0.80325,            0.018837,           0.0036683,           0.0011839,            0.004324,            0.004324,            0.004324
                 346,            0.017527,           0.0072183,           0.0022207,             0.98505,             0.99544,               0.995,              0.7969,            0.019129,           0.0037036,          0.00091653,           0.0043075,           0.0043075,           0.0043075
                 347,            0.018263,           0.0068937,           0.0024058,             0.98324,             0.99682,               0.995,             0.77796,            0.019094,           0.0037069,           0.0011781,            0.004291,            0.004291,            0.004291
                 348,            0.018181,           0.0071406,           0.0019507,             0.97947,                   1,               0.995,              0.7996,            0.018678,           0.0037301,           0.0024881,           0.0042745,           0.0042745,           0.0042745
                 349,            0.016003,           0.0069096,           0.0018791,             0.99361,                   1,               0.995,             0.78947,            0.018534,           0.0037344,          0.00088017,            0.004258,            0.004258,            0.004258
                 350,            0.015637,           0.0070045,           0.0021994,             0.98813,             0.99662,               0.995,             0.78814,            0.018685,           0.0037601,           0.0010617,           0.0042415,           0.0042415,           0.0042415
                 351,            0.017417,           0.0072311,           0.0017865,             0.99425,             0.96921,               0.995,              0.8037,             0.01902,           0.0038064,           0.0020308,            0.004225,            0.004225,            0.004225
                 352,             0.01664,           0.0065881,            0.001694,             0.97844,             0.95952,             0.99267,             0.77606,            0.020005,            0.003942,           0.0043285,           0.0042085,           0.0042085,           0.0042085
                 353,            0.017265,           0.0068331,           0.0012225,             0.95169,             0.96319,             0.98132,             0.80055,             0.01793,           0.0037806,           0.0068667,            0.004192,            0.004192,            0.004192
                 354,              0.0182,           0.0072149,           0.0016081,             0.95386,             0.96418,             0.98688,               0.783,            0.019057,           0.0037549,           0.0062888,           0.0041755,           0.0041755,           0.0041755
                 355,            0.017565,           0.0074767,           0.0023856,             0.95801,             0.95594,             0.99063,             0.78869,            0.019054,           0.0037134,           0.0063626,            0.004159,            0.004159,            0.004159
                 356,            0.016495,           0.0071555,           0.0017407,             0.98105,             0.94947,             0.99063,             0.79975,            0.019276,           0.0038135,           0.0066482,           0.0041425,           0.0041425,           0.0041425
                 357,            0.016932,           0.0066315,           0.0020802,             0.95115,             0.96429,             0.98892,             0.78778,            0.018609,           0.0038359,           0.0061415,            0.004126,            0.004126,            0.004126
                 358,            0.016513,           0.0073534,           0.0023254,             0.94078,             0.96429,             0.98892,             0.79742,            0.018262,           0.0038292,           0.0040164,           0.0041095,           0.0041095,           0.0041095
                 359,             0.01675,           0.0069389,           0.0024517,             0.99383,             0.97269,               0.995,             0.77614,            0.019535,           0.0038314,           0.0016909,            0.004093,            0.004093,            0.004093
                 360,            0.015944,           0.0067544,            0.002268,             0.99525,              0.9773,               0.995,             0.77888,            0.019638,           0.0037973,           0.0013058,           0.0040765,           0.0040765,           0.0040765
                 361,            0.017262,           0.0069005,            0.001366,             0.99518,             0.97711,               0.995,             0.79104,            0.019343,           0.0037889,           0.0016058,             0.00406,             0.00406,             0.00406
                 362,            0.018395,           0.0076664,           0.0025276,              0.9948,             0.96952,               0.995,              0.8047,            0.018862,           0.0037801,           0.0024067,           0.0040435,           0.0040435,           0.0040435
                 363,            0.017233,           0.0072832,           0.0013294,             0.99381,             0.96697,               0.995,             0.79695,            0.019148,           0.0038011,            0.003048,            0.004027,            0.004027,            0.004027
                 364,            0.016692,           0.0072071,            0.001579,             0.99095,             0.96584,               0.995,             0.77763,            0.019964,           0.0038636,           0.0035877,           0.0040105,           0.0040105,           0.0040105
                 365,            0.016933,            0.007586,           0.0017104,             0.96932,             0.96337,               0.995,             0.77258,              0.0192,           0.0038857,           0.0042671,            0.003994,            0.003994,            0.003994
                 366,            0.015377,           0.0066519,           0.0015137,              0.9536,             0.96429,             0.98892,             0.76118,            0.019122,            0.003937,           0.0045261,           0.0039775,           0.0039775,           0.0039775
                 367,            0.016105,           0.0070571,            0.001998,             0.95009,             0.96429,             0.98892,             0.76649,            0.018908,           0.0038846,           0.0048829,            0.003961,            0.003961,            0.003961
                 368,            0.016639,           0.0068183,           0.0035033,             0.95817,             0.95377,             0.98313,             0.77454,            0.018626,           0.0038779,           0.0081446,           0.0039445,           0.0039445,           0.0039445
                 369,            0.015615,           0.0059541,           0.0015308,             0.94393,             0.89557,             0.95368,             0.76625,            0.019538,           0.0038676,            0.008961,            0.003928,            0.003928,            0.003928
                 370,            0.016568,           0.0064959,           0.0016761,                   1,              0.9318,               0.995,             0.80352,            0.019214,           0.0038047,           0.0064784,           0.0039115,           0.0039115,           0.0039115
                 371,            0.017087,           0.0065221,           0.0018325,             0.98745,             0.96601,               0.995,             0.80869,            0.018584,           0.0036485,           0.0046051,            0.003895,            0.003895,            0.003895
                 372,            0.016099,           0.0063792,           0.0020371,             0.99572,             0.97729,               0.995,              0.8092,            0.018801,           0.0036123,           0.0015398,           0.0038785,           0.0038785,           0.0038785
                 373,            0.016612,           0.0068298,           0.0018094,             0.98576,             0.99592,               0.995,             0.80417,            0.018442,           0.0036578,           0.0011388,            0.003862,            0.003862,            0.003862
                 374,            0.016594,           0.0066133,           0.0020016,             0.98697,             0.99672,               0.995,             0.80895,             0.01797,           0.0036438,           0.0011296,           0.0038455,           0.0038455,           0.0038455
                 375,            0.016493,           0.0070864,            0.001973,             0.97443,             0.99285,               0.995,             0.80737,            0.018106,           0.0037165,           0.0016315,            0.003829,            0.003829,            0.003829
                 376,            0.016164,            0.007264,            0.001842,             0.98802,             0.97844,               0.995,               0.796,            0.017892,           0.0037062,           0.0019274,           0.0038125,           0.0038125,           0.0038125
                 377,            0.015641,           0.0068122,           0.0028579,             0.99101,             0.97992,               0.995,             0.80936,            0.018221,           0.0036771,           0.0017374,            0.003796,            0.003796,            0.003796
                 378,            0.016001,           0.0069651,           0.0015167,              0.9956,             0.97781,               0.995,             0.80552,            0.018208,           0.0036454,           0.0019254,           0.0037795,           0.0037795,           0.0037795
                 379,            0.017312,           0.0068182,           0.0029917,             0.99071,             0.95433,             0.99267,             0.78063,            0.018973,           0.0037615,           0.0029374,            0.003763,            0.003763,            0.003763
                 380,            0.016049,           0.0065765,           0.0025663,                   1,             0.96149,             0.99267,             0.79416,            0.018263,           0.0037417,           0.0051897,           0.0037465,           0.0037465,           0.0037465
                 381,            0.015528,           0.0066975,           0.0019554,             0.99397,             0.96309,             0.99267,             0.77574,            0.019605,            0.003828,           0.0048998,             0.00373,             0.00373,             0.00373
                 382,            0.017402,           0.0074054,           0.0025893,              0.9924,             0.96887,               0.995,             0.78228,            0.019069,           0.0038476,           0.0042952,           0.0037135,           0.0037135,           0.0037135
                 383,            0.016465,           0.0073911,           0.0020007,              0.9645,              0.9931,               0.995,             0.79788,            0.018414,           0.0038152,           0.0033998,            0.003697,            0.003697,            0.003697
                 384,            0.015043,           0.0068362,           0.0020763,             0.95908,             0.99481,               0.995,             0.78675,            0.018839,           0.0038373,           0.0029228,           0.0036805,           0.0036805,           0.0036805
                 385,            0.016489,           0.0072837,           0.0014835,             0.96172,             0.99662,               0.995,             0.78958,            0.018369,           0.0037575,           0.0025754,            0.003664,            0.003664,            0.003664
                 386,            0.015178,           0.0062659,           0.0023082,             0.96633,              0.9962,               0.995,             0.79919,            0.018312,            0.003721,           0.0021481,           0.0036475,           0.0036475,           0.0036475
                 387,            0.015647,             0.00659,            0.002037,             0.92187,             0.95338,             0.96841,             0.79998,            0.018338,           0.0037014,           0.0023295,            0.003631,            0.003631,            0.003631
                 388,            0.015213,           0.0066318,           0.0015721,             0.97781,             0.99614,               0.995,             0.81235,            0.018342,           0.0037458,           0.0022425,           0.0036145,           0.0036145,           0.0036145
                 389,            0.016364,            0.006696,           0.0019437,             0.98065,             0.96552,               0.995,             0.81271,            0.018137,           0.0036368,           0.0039758,            0.003598,            0.003598,            0.003598
                 390,             0.01484,           0.0069289,           0.0018569,             0.98926,             0.96128,               0.995,             0.79384,             0.01832,           0.0036778,           0.0040794,           0.0035815,           0.0035815,           0.0035815
                 391,            0.016239,            0.007579,           0.0024487,             0.99069,              0.9646,               0.995,             0.78108,            0.018018,           0.0037365,           0.0038334,            0.003565,            0.003565,            0.003565
                 392,             0.01648,           0.0068978,           0.0028171,             0.98759,             0.96274,               0.995,             0.77557,            0.017975,           0.0037339,           0.0044303,           0.0035485,           0.0035485,           0.0035485
                 393,            0.016583,           0.0071816,           0.0023187,             0.99014,             0.96739,               0.995,             0.77259,             0.01839,           0.0037878,             0.00395,            0.003532,            0.003532,            0.003532
                 394,            0.016817,           0.0073357,           0.0023922,              0.9922,             0.96852,               0.995,             0.79981,            0.018253,           0.0037501,           0.0034993,           0.0035155,           0.0035155,           0.0035155
                 395,            0.016062,           0.0065479,           0.0021706,             0.99438,             0.97196,               0.995,              0.7693,             0.01861,           0.0037379,           0.0027627,            0.003499,            0.003499,            0.003499
                 396,            0.015934,           0.0073553,           0.0014862,             0.99445,             0.97204,               0.995,             0.79832,            0.018076,            0.003602,           0.0026251,           0.0034825,           0.0034825,           0.0034825
                 397,            0.015548,           0.0065828,           0.0025507,             0.99322,             0.96813,               0.995,             0.78552,            0.018215,           0.0036488,           0.0024901,            0.003466,            0.003466,            0.003466
                 398,            0.014981,           0.0064025,           0.0018228,              0.9881,             0.95776,             0.98882,             0.77494,            0.018566,           0.0036716,           0.0035584,           0.0034495,           0.0034495,           0.0034495
                 399,            0.015487,           0.0067058,           0.0016394,             0.99413,             0.96113,             0.98882,             0.78957,            0.018091,           0.0036275,           0.0030398,            0.003433,            0.003433,            0.003433
                 400,            0.016443,           0.0061344,           0.0019316,             0.99416,             0.96429,             0.99267,             0.79543,            0.018228,           0.0036628,           0.0026568,           0.0034165,           0.0034165,           0.0034165
                 401,            0.016353,           0.0071216,           0.0018401,             0.98344,             0.99556,               0.995,             0.79618,             0.01811,           0.0036469,           0.0021673,              0.0034,              0.0034,              0.0034
                 402,            0.016273,            0.006631,           0.0024228,             0.98681,             0.99645,               0.995,             0.78439,            0.018615,           0.0036976,           0.0019132,           0.0033835,           0.0033835,           0.0033835
                 403,            0.014675,            0.006236,           0.0012845,                   1,             0.91267,             0.97152,              0.7742,            0.018394,           0.0035994,           0.0023681,            0.003367,            0.003367,            0.003367
                 404,            0.015965,           0.0065618,           0.0018302,                   1,             0.90518,             0.97912,             0.79053,            0.017951,           0.0035436,           0.0029601,           0.0033505,           0.0033505,           0.0033505
                 405,            0.014988,           0.0064985,           0.0022313,             0.99268,             0.96504,               0.995,             0.78729,            0.018197,           0.0036175,           0.0032997,            0.003334,            0.003334,            0.003334
                 406,             0.01522,            0.006581,           0.0020833,             0.98888,             0.96461,               0.995,              0.7698,            0.018766,            0.003686,           0.0041748,           0.0033175,           0.0033175,           0.0033175
                 407,            0.015385,           0.0063118,           0.0018092,             0.99118,             0.96755,               0.995,             0.76665,            0.018392,           0.0037158,           0.0038839,            0.003301,            0.003301,            0.003301
                 408,            0.015817,           0.0067109,           0.0019503,             0.99026,             0.96685,               0.995,             0.77693,             0.01817,           0.0037317,           0.0041792,           0.0032845,           0.0032845,           0.0032845
                 409,            0.015665,           0.0065094,           0.0017711,             0.99153,             0.96691,               0.995,             0.77832,            0.018274,           0.0037405,           0.0036492,            0.003268,            0.003268,            0.003268
